time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy,carts_energy_Anomaly,carts_energy_Anomaly_Score,carts-db_energy_Anomaly,carts-db_energy_Anomaly_Score,catalogue_energy_Anomaly,catalogue_energy_Anomaly_Score,catalogue-db_energy_Anomaly,catalogue-db_energy_Anomaly_Score,front-end_energy_Anomaly,front-end_energy_Anomaly_Score,orders_energy_Anomaly,orders_energy_Anomaly_Score,orders-db_energy_Anomaly,orders-db_energy_Anomaly_Score,payment_energy_Anomaly,payment_energy_Anomaly_Score,queue-master_energy_Anomaly,queue-master_energy_Anomaly_Score,rabbitmq_energy_Anomaly,rabbitmq_energy_Anomaly_Score,shipping_energy_Anomaly,shipping_energy_Anomaly_Score,user_energy_Anomaly,user_energy_Anomaly_Score,user-db_energy_Anomaly,user-db_energy_Anomaly_Score
1701306282.667,0.757457334948475,0.81147428603896,0.658464217526195,0.34095986732786,2.048559897123855,2.69172789506487,0.597557704686655,0.286802690598785,0.179910222515625,10.425644420537235,0.26451470184871,0.597879529476495,0.871696909227115,18590018.83013444,7626742.421099715,1332047.8621415976,4266046.6713374015,14128485.343860012,32896778.62566068,3830803.988495351,856364.828272398,104840930.9161057,9988828.20445257,19619574.96756039,2298023.884193992,3198346.643568595,0.0,0.0,581.5187492235887,2183843.421401111,1498230.3960058922,7830616.840182648,0.0,0.0,0.0,5611579.984750586,0.0,0.0,74.77749243518278,0.0,675.1579052233568,0.0,0.0,0.0,2577993.8009424657,112.91834371726304,0.0,0.0,0.0,0.0,0.0,37.59453704383581,0.2345589339393937,0.1753286363636362,0.1927887224242422,0.1173923666666661,0.5577311727272726,0.0702250266666664,0.158606545454545,0.1178320454545452,0.0552811818181817,2.5749100000000005,0.0893696363636362,0.1819816266666665,0.249478227272727,0,0.16407212798944215,0,0.07717349679876406,1,8.331006414372425,1,3.047324344150695,1,54.825416263199635,0,-0.024883226494466726,0,0.03272449589658777,0,0.05149825934003616,0,-0.05583439114880662,0,11.639007563894054,0,-0.0533307614756211,1,0.23401337101313402,0,-0.15822970295502475
1701306292.667,1.011492420995875,0.873758832165465,1.4039229109141549,0.87260968544004,5.438828869468455,48.37246033482761,0.58043064784287,0.270406874866365,0.1776610890492349,9.86833586398212,0.263545636707625,0.73786973697053,0.902118560887125,22321587.68810603,7500696.247462906,1170967.7526977386,17336495.135503925,9366080.562456137,51678450.269002825,4386924.782537116,1067534.8016782252,102832108.59718184,11033703.158172935,19438958.426170155,2116090.3881038413,3185660.1028101626,0.0,0.0,1229.9663464720904,4443599.201728032,109460.22018678402,17728027.257524457,0.0,0.0,0.0,5588653.478505352,0.0,0.0,74.4640170706143,0.0,775.4049681607507,0.0,0.0,0.0,11092822.00732247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2447435746969695,0.1624204545454542,0.2024770165151512,0.1595116909090905,0.9840642734848484,5.041821785757576,0.1498445909090907,0.1023404090909087,0.0519710454545452,2.5359646363636363,0.0759344090909089,0.1912981965151511,0.2349447727272725,0,0.10511315347946493,0,0.13361434147412865,1,8.018618996613554,1,2.2302058645523744,1,39.65941644738194,1,137.38443864835185,0,0.013264588232601682,0,0.016810574054119343,0,-0.047259532737541576,0,10.350851322624422,0,-0.04967067574736461,0,0.17949355650731036,0,-0.20199215173430585
1701306302.667,1.1819504389816151,0.95505946176382,2.14874708679835,1.39021799180548,8.670102736543274,102.77230640827348,0.564589514016475,0.2495191957551799,0.17541460161589,9.51813618074055,0.2551995838869449,0.929665778486365,0.95579590585783,29727885.519360617,7613057.967951134,1164581.7941304827,30115688.402650397,9389898.334935628,83092763.46213496,4494506.673839046,1210297.9619464627,89754766.1930823,13220808.174152112,19758187.09922059,1919659.5554965425,3232478.320249761,0.0,0.0,1223.746452820796,4418651.700942257,1595180.3289454032,21292235.528946426,593838.9617407622,0.0,0.0,8360062.387117386,0.0,0.0,75.52566661399192,0.0,1048.1767963240195,0.0,0.0,0.0,20079687.059977926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274627420151515,0.1612150454545452,0.3049321436363632,0.1918256333333332,1.3091443866666663,8.553682449393941,0.1445751363636359,0.0812703830303027,0.048463227272727,2.326171545454545,0.0615821399999997,0.1961685189393935,0.1873208636363632,0,-0.02701705802465426,0,0.13946827464576472,1,5.034933178104666,0,1.6799948018784505,0,28.026329401110203,1,137.67683091735094,0,0.0041055498572006854,0,-0.003842870315111213,0,-0.03735829889612319,0,4.309714997499725,0,-0.03208193571393281,0,0.153357643859664,0,-0.23683455651551777
1701306312.667,1.411747388013135,1.05514308888256,2.651111200699175,1.846006010889,11.826470736783431,155.35638187532896,0.552040877831525,0.2543671794972,0.175683427464855,8.75978629646873,0.259468467655095,1.0296669462753,0.996202627007415,37103559.54646386,6783437.006041231,1193479.7199801975,34982420.67316091,4991073.730196283,106029488.0065632,4752222.709740052,979005.5192000968,65810810.570853695,11141114.347300423,16262425.764070377,2123877.7289932226,3925297.808838225,0.0,150.18924685820502,1250.2604588223824,6735584.352915394,3166036.102133488,49115786.56044814,586433.32098749,0.0,0.0,7523394.632913759,0.0,0.0,75.13527532197156,0.0,1351.3845078918362,0.0,0.0,0.0,26911361.965030964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2750848915151512,0.1432919999999997,0.3490703175757572,0.2027807660606057,1.70298512,15.16256300246591,0.120492636363636,0.0708261575757572,0.0459622951515149,2.072250636363636,0.0461810909090904,0.1860016275757572,0.1425316363636362,0,-0.02856534818889145,1,0.23825240512627488,1,3.9365067127683346,0,1.5087465165466085,0,14.977874982687354,1,137.67683318797603,0,-0.013420140751605913,0,-0.0027434240111006147,0,-0.029787556298146,0,-0.6566762126062144,0,0.0025027770817303008,1,0.209760237152409,0,-0.07088833930814775
1701306322.667,1.662632314738345,1.160808220969485,3.28356631260601,2.35896769276649,14.936412120512774,209.7942727890201,0.5568514240664549,0.2448416848589899,0.17613846342842,8.296101900048356,0.25500975626653,1.1664105273594,1.051221984108495,45556260.74554396,8282865.582859114,1048751.3012746088,48171276.22890843,6776404.458818298,148358228.1886614,4438397.024004836,941651.5104274616,53023684.14883436,10959569.24759302,22449431.69226136,1929514.297806641,3923311.199902391,0.0,146.68820059609465,1240.5982919981218,8986241.738041293,4716552.948755968,70293913.41706188,587035.0183944977,99154.73976064296,0.0,8323211.806321915,0.0,0.0,75.06643543528088,0.0,1614.075810571701,0.0,0.0,0.0,40134395.271333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807600830303027,0.1234898636363635,0.3542507031818179,0.2023280612121209,1.8433564931818185,19.925874530694443,0.0825175909090907,0.0449255454545452,0.0314187272727272,1.4185825909090908,0.0434072272727272,0.1834664999999997,0.1266945909090907,0,-0.04658235297281976,1,0.37293668135842495,1,3.8152117397872587,0,1.5156690894463338,0,10.85228816094471,1,137.67683318797603,0,0.0400748141718168,0,0.032405136960733216,0,0.022672744641198506,0,0.5869315295085897,0,0.01045944218861905,1,0.2249262470531903,1,0.02475154139780411
1701306332.667,1.7557733230685,1.164955770782995,3.92054903842343,2.72791582523459,16.747802434664965,258.45397784175793,0.5514735713873751,0.23682035443386,0.169572380119665,7.521002466792885,0.23609554340583,1.21250819150434,1.0324815942813,37878593.0535153,9140958.376843028,1349848.7745288066,56336732.754207134,11552263.756766096,170383320.82251668,3799930.125088124,811780.6888261118,25859719.122469734,13527036.41136475,22714362.10955881,1564237.351274482,3502506.28532525,0.0,220.8037402478418,1245.9882970239662,8893895.504417593,10694298.856239596,69025731.90429321,585669.6470413252,201128.55912509,0.0,11416568.650346749,0.0,0.0,36.855744313273824,0.0,1655.0767330406509,0.0,0.0,0.0,51710372.2326295,0.0,0.0,0.0,0.0,0.0,0.0,73.67570763713849,0.2304049545454545,0.1197164090909087,0.4107707727272724,0.2146933856060605,1.9275091701515148,21.877780479096167,0.0598413181818179,0.036494752121212,0.0242485454545452,0.910114409090909,0.0309576818181815,0.1641024545454542,0.0926931818181817,0,0.1901489764775306,1,0.40163769731614707,0,2.5979607835629963,0,1.3313742603316996,0,8.557267443414347,1,137.67683318797603,1,0.11932662706007591,1,0.053810818304299346,0,0.05383045622014038,0,15.235639955994088,0,0.05266100622782233,1,0.3552583615369258,1,0.08179070633601515
1701306342.667,1.43214763044221,1.099909130056665,3.98983536269337,2.75321881636106,16.582838697945107,289.6824226970398,0.5598371147682599,0.23859855110562,0.1655308660907899,7.22361464419202,0.2155390659755949,1.15191646901734,0.96695797997797,41726216.586470105,8417283.932414636,1524383.4935643128,47765064.10330302,12876471.372888286,171065170.18371445,3529605.940970719,699574.7027897466,26480538.499692217,13334111.495996391,25915360.45174036,1576056.6871453377,3913533.9818624062,0.0,298.1394759183721,36.83784512995773,4458138.772416775,11913598.039475948,52357764.312250845,593609.3886380598,204560.00021854875,0.0,13123008.797411194,0.0,0.0,0.0,0.0,1453.0620817988913,0.0,0.0,0.0,58286873.66986096,75.14994159236103,0.0,0.0,0.0,0.0,0.0,74.8915031537251,0.176258118030303,0.0873549545454542,0.4168723636363632,0.1901778636363632,1.6026347272727273,28.50122943999242,0.0527638636363632,0.034312389090909,0.0193702272727269,0.7139095909090905,0.0255282727272725,0.1309564028787875,0.0711358636363635,1,0.6372392041946568,1,0.6875574148173484,0,2.4783150591712513,0,1.7064245751988665,0,18.124339424484717,1,137.67683318797603,1,0.1512946135673019,1,0.0601487473873874,0,0.07702598688416629,0,23.328024261362657,0,0.07438843811362972,1,0.63765189135799,1,0.08278262206915099
1701306352.667,1.78351490318557,1.189593852989155,3.828191394986635,2.6869514081723853,16.34217960899519,289.68349519955865,0.57310811973234,0.223538297566385,0.1649377938419949,7.036010128947971,0.2132702937099599,1.19909034265147,0.99443725132343,40974177.94524884,5880785.864354964,1533755.4494271127,39255646.47277616,13182987.329615137,205641784.19149983,3175873.2604843634,595603.6895531255,26381309.545096308,12122673.810155245,26121683.25356917,1956611.2422507773,4233164.579764113,0.0,297.2013299409556,0.0,4470033.208153668,16746104.733679706,52287900.26904683,295520.7967082606,212391.24058279349,0.0,11150800.214159314,0.0,0.0,0.0,0.0,1634.6073146752558,0.0,0.0,0.0,66333510.11110318,74.31464498885134,0.0,0.0,0.0,0.0,0.0,74.26670969039398,0.2150499090909087,0.1041492272727269,0.405962909090909,0.1814475909090907,1.5382411818181816,30.692037545454543,0.0477375909090907,0.0334524090909087,0.0191946818181817,0.6884452727272725,0.0253668181818179,0.1463020909090907,0.0864825909090907,0,0.29673366454292704,1,0.5302942599846574,0,2.693866041081151,0,1.849380691099384,0,20.21714319597072,1,137.67683318797603,1,0.1760850006906196,1,0.06273626909654695,0,0.07789081199572934,0,24.450661649624024,0,0.07506542867452026,1,0.497624987416458,1,0.08278262206915099
1701306362.667,1.8501154024553803,1.21033855016852,3.86462375640677,2.670299015786205,16.09915534756624,289.7201058228841,0.59268868857082,0.2498900709920249,0.16439032325007,7.016435487651755,0.2123832966872,1.239617717699345,1.007501416653645,41152519.038937226,6802519.620135833,1665920.3220043129,30343914.458167367,16381126.0732009,207848513.1303137,2889625.6836522976,670491.5756886902,73.9278314790527,10979593.620194148,29549049.352648973,1360062.4483849918,4551932.288633598,0.0,226.7264483512586,0.0,4453021.387914957,18175881.791082807,34344175.72323111,75.15147354875236,198645.62672090123,0.0,9256645.411020655,0.0,0.0,0.0,0.0,1617.0500970721705,0.0,0.0,0.0,74720807.48984727,75.15147354875236,0.0,0.0,0.0,0.0,0.0,73.70247967701512,0.1991861818181817,0.0963527272727269,0.3881711363636362,0.1454264545454542,1.4823345909090908,28.40253472727273,0.0541520909090907,0.0400531060606057,0.0175743636363635,0.6976876818181817,0.0247007224242422,0.1523363181818177,0.0990647727272725,0,0.4236688337484793,1,0.6009217050113023,0,3.0611938184153473,1,2.490954012976232,0,22.075021833565614,1,137.67683318797603,1,0.14475312925378603,0,0.04417957311895293,0,0.0859720465213627,0,24.041508407601683,0,0.07787728436974817,1,0.4469464992864687,1,0.07145622788005135
1701306372.667,1.862097692481265,1.216832175799555,4.003236565158801,2.75838230514421,15.968250906150764,289.69628315745376,0.573622873865985,0.25318212508895,0.16178786162449,7.063877209552059,0.208048912653425,1.18711050495159,1.004762556359965,37620621.74200484,5872070.21364657,1645484.2297067149,34929433.337432,18087949.15374897,217385068.27506557,2886774.278678652,693582.8260891441,37.50778359767041,13356720.278230969,26264451.40254478,1355657.391848758,4211954.561300945,0.0,148.73588745106662,0.0,299.925796236502,18220799.21364866,7856921.566423085,150.10154571259318,206150.8108312736,0.0,11260211.7855482,0.0,0.0,0.0,0.0,1598.476746458996,0.0,0.0,0.0,82533895.52756631,75.05077285629659,0.0,0.0,0.0,0.0,0.0,73.9875163176036,0.2021680909090907,0.1103410454545452,0.388820727272727,0.1748319090909087,1.3697600909090908,29.151642835757578,0.0571410909090905,0.039664318181818,0.018628925454545,0.7490351363636363,0.0221635909090907,0.1521871363636362,0.1038495454545452,0,0.3985062526477634,1,0.47714619861906726,0,3.047439317826644,0,1.9609818601201425,0,25.91415601953298,1,137.67683318797603,1,0.1311175600525587,0,0.04518949254588733,0,0.08069222958101818,0,21.804204023047006,0,0.08886547881127171,1,0.44816948638455756,1,0.070479628348461
